url,thumbnail_url
"https://davos2019.earthtime.org/explore#l=bdrk,smell_my_city_pgh_reports,plume_20190127&bt=20190127020000&et=20190128020000&v=581806,708156,584252,710601,pts&ps=2000&startDwell=0&endDwell=0",https://thumbnails-earthtime.cmucreatelab.org/thumbnail?root=https%3A%2F%2Fdavos2019.earthtime.org%2Fexplore%23l%3Dbdrk%2Csmell_my_city_pgh_reports%2Cplume_20190127%26bt%3D20190127020000%26et%3D20190128020000%26v%3D581806%2C708156%2C584252%2C710601%2Cpts%26ps%3D2000%26startDwell%3D0%26endDwell%3D0&&width=720&height=720&format=mp4&fps=30&tileFormat=mp4&startDwell=0&endDwell=0&fromScreenshot&timestampOnlyUILeft
"https://davos2019.earthtime.org/explore#l=bdrk,smell_my_city_pgh_reports,plume_20190128&bt=20190128020000&et=20190129020000&v=581806,708156,584252,710601,pts&ps=2000&startDwell=0&endDwell=0",https://thumbnails-earthtime.cmucreatelab.org/thumbnail?root=https%3A%2F%2Fdavos2019.earthtime.org%2Fexplore%23l%3Dbdrk%2Csmell_my_city_pgh_reports%2Cplume_20190128%26bt%3D20190128020000%26et%3D20190129020000%26v%3D581806%2C708156%2C584252%2C710601%2Cpts%26ps%3D2000%26startDwell%3D0%26endDwell%3D0&&width=720&height=720&format=mp4&fps=30&tileFormat=mp4&startDwell=0&endDwell=0&fromScreenshot&timestampOnlyUILeft
"https://davos2019.earthtime.org/explore#l=bdrk,smell_my_city_pgh_reports,plume_20190129&bt=20190129020000&et=20190130020000&v=581806,708156,584252,710601,pts&ps=2000&startDwell=0&endDwell=0",https://thumbnails-earthtime.cmucreatelab.org/thumbnail?root=https%3A%2F%2Fdavos2019.earthtime.org%2Fexplore%23l%3Dbdrk%2Csmell_my_city_pgh_reports%2Cplume_20190129%26bt%3D20190129020000%26et%3D20190130020000%26v%3D581806%2C708156%2C584252%2C710601%2Cpts%26ps%3D2000%26startDwell%3D0%26endDwell%3D0&&width=720&height=720&format=mp4&fps=30&tileFormat=mp4&startDwell=0&endDwell=0&fromScreenshot&timestampOnlyUILeft
"https://davos2019.earthtime.org/explore#l=bdrk,smell_my_city_pgh_reports,plume_20190130&bt=20190130020000&et=20190131020000&v=581806,708156,584252,710601,pts&ps=2000&startDwell=0&endDwell=0",https://thumbnails-earthtime.cmucreatelab.org/thumbnail?root=https%3A%2F%2Fdavos2019.earthtime.org%2Fexplore%23l%3Dbdrk%2Csmell_my_city_pgh_reports%2Cplume_20190130%26bt%3D20190130020000%26et%3D20190131020000%26v%3D581806%2C708156%2C584252%2C710601%2Cpts%26ps%3D2000%26startDwell%3D0%26endDwell%3D0&&width=720&height=720&format=mp4&fps=30&tileFormat=mp4&startDwell=0&endDwell=0&fromScreenshot&timestampOnlyUILeft
"https://davos2019.earthtime.org/explore#l=bdrk,smell_my_city_pgh_reports,plume_20190131&bt=20190131020000&et=20190201020000&v=581806,708156,584252,710601,pts&ps=2000&startDwell=0&endDwell=0",https://thumbnails-earthtime.cmucreatelab.org/thumbnail?root=https%3A%2F%2Fdavos2019.earthtime.org%2Fexplore%23l%3Dbdrk%2Csmell_my_city_pgh_reports%2Cplume_20190131%26bt%3D20190131020000%26et%3D20190201020000%26v%3D581806%2C708156%2C584252%2C710601%2Cpts%26ps%3D2000%26startDwell%3D0%26endDwell%3D0&&width=720&height=720&format=mp4&fps=30&tileFormat=mp4&startDwell=0&endDwell=0&fromScreenshot&timestampOnlyUILeft
"https://davos2019.earthtime.org/explore#l=bdrk,smell_my_city_pgh_reports,plume_20190201&bt=20190201020000&et=20190202020000&v=581806,708156,584252,710601,pts&ps=2000&startDwell=0&endDwell=0",https://thumbnails-earthtime.cmucreatelab.org/thumbnail?root=https%3A%2F%2Fdavos2019.earthtime.org%2Fexplore%23l%3Dbdrk%2Csmell_my_city_pgh_reports%2Cplume_20190201%26bt%3D20190201020000%26et%3D20190202020000%26v%3D581806%2C708156%2C584252%2C710601%2Cpts%26ps%3D2000%26startDwell%3D0%26endDwell%3D0&&width=720&height=720&format=mp4&fps=30&tileFormat=mp4&startDwell=0&endDwell=0&fromScreenshot&timestampOnlyUILeft
"https://davos2019.earthtime.org/explore#l=bdrk,smell_my_city_pgh_reports,plume_20190202&bt=20190202020000&et=20190203020000&v=581806,708156,584252,710601,pts&ps=2000&startDwell=0&endDwell=0",https://thumbnails-earthtime.cmucreatelab.org/thumbnail?root=https%3A%2F%2Fdavos2019.earthtime.org%2Fexplore%23l%3Dbdrk%2Csmell_my_city_pgh_reports%2Cplume_20190202%26bt%3D20190202020000%26et%3D20190203020000%26v%3D581806%2C708156%2C584252%2C710601%2Cpts%26ps%3D2000%26startDwell%3D0%26endDwell%3D0&&width=720&height=720&format=mp4&fps=30&tileFormat=mp4&startDwell=0&endDwell=0&fromScreenshot&timestampOnlyUILeft
"https://davos2019.earthtime.org/explore#l=bdrk,smell_my_city_pgh_reports,plume_20190203&bt=20190203020000&et=20190204020000&v=581806,708156,584252,710601,pts&ps=2000&startDwell=0&endDwell=0",https://thumbnails-earthtime.cmucreatelab.org/thumbnail?root=https%3A%2F%2Fdavos2019.earthtime.org%2Fexplore%23l%3Dbdrk%2Csmell_my_city_pgh_reports%2Cplume_20190203%26bt%3D20190203020000%26et%3D20190204020000%26v%3D581806%2C708156%2C584252%2C710601%2Cpts%26ps%3D2000%26startDwell%3D0%26endDwell%3D0&&width=720&height=720&format=mp4&fps=30&tileFormat=mp4&startDwell=0&endDwell=0&fromScreenshot&timestampOnlyUILeft
"https://davos2019.earthtime.org/explore#l=bdrk,smell_my_city_pgh_reports,plume_20190204&bt=20190204020000&et=20190205020000&v=581806,708156,584252,710601,pts&ps=2000&startDwell=0&endDwell=0",https://thumbnails-earthtime.cmucreatelab.org/thumbnail?root=https%3A%2F%2Fdavos2019.earthtime.org%2Fexplore%23l%3Dbdrk%2Csmell_my_city_pgh_reports%2Cplume_20190204%26bt%3D20190204020000%26et%3D20190205020000%26v%3D581806%2C708156%2C584252%2C710601%2Cpts%26ps%3D2000%26startDwell%3D0%26endDwell%3D0&&width=720&height=720&format=mp4&fps=30&tileFormat=mp4&startDwell=0&endDwell=0&fromScreenshot&timestampOnlyUILeft
"https://davos2019.earthtime.org/explore#l=bdrk,smell_my_city_pgh_reports,plume_20190205&bt=20190205020000&et=20190206020000&v=581806,708156,584252,710601,pts&ps=2000&startDwell=0&endDwell=0",https://thumbnails-earthtime.cmucreatelab.org/thumbnail?root=https%3A%2F%2Fdavos2019.earthtime.org%2Fexplore%23l%3Dbdrk%2Csmell_my_city_pgh_reports%2Cplume_20190205%26bt%3D20190205020000%26et%3D20190206020000%26v%3D581806%2C708156%2C584252%2C710601%2Cpts%26ps%3D2000%26startDwell%3D0%26endDwell%3D0&&width=720&height=720&format=mp4&fps=30&tileFormat=mp4&startDwell=0&endDwell=0&fromScreenshot&timestampOnlyUILeft
